cgpa,ssc,hsc,internships,projects,aptitude,communication,training,placed
5.4,52.0,68.0,3.0,2.0,77.0,5.0,0.0,1
6.93,67.0,62.0,2.0,0.0,43.0,4.0,1.0,0
6.08,91.0,81.0,0.0,1.0,82.0,5.0,0.0,0
6.19,75.0,84.0,1.0,2.0,90.0,4.0,0.0,1
6.47,53.0,68.0,1.0,4.0,86.0,7.0,1.0,1
8.23,75.0,51.0,0.0,0.0,49.0,6.0,1.0,0
6.36,89.0,72.0,0.0,1.0,91.0,2.0,0.0,0
7.2,60.0,57.0,1.0,3.0,99.0,6.0,1.0,1
7.29,72.0,92.0,3.0,0.0,41.0,10.0,1.0,1
5.48,77.0,63.0,0.0,1.0,78.0,7.0,0.0,0
6.2,71.0,62.0,2.0,3.0,54.0,5.0,0.0,0
9.69,74.0,87.0,1.0,3.0,46.0,9.0,1.0,1
6.67,67.0,57.0,3.0,5.0,48.0,8.0,1.0,1
6.99,71.0,57.0,0.0,5.0,97.0,7.0,1.0,1
5.59,50.0,93.0,0.0,5.0,81.0,8.0,0.0,1
8.93,77.0,95.0,3.0,2.0,40.0,8.0,0.0,1
6.4,85.0,72.0,1.0,0.0,53.0,4.0,1.0,0
8.9,65.0,88.0,3.0,0.0,48.0,3.0,0.0,1
9.18,78.0,86.0,2.0,1.0,79.0,6.0,0.0,1
5.33,61.0,78.0,1.0,2.0,99.0,6.0,0.0,1
8.35,84.0,87.0,1.0,4.0,99.0,1.0,1.0,1
7.0,70.0,66.0,3.0,1.0,73.0,8.0,1.0,1
8.31,88.0,78.0,2.0,5.0,76.0,8.0,1.0,1
7.22,78.0,90.0,0.0,0.0,78.0,4.0,0.0,0
7.68,90.0,73.0,3.0,3.0,48.0,2.0,0.0,0
9.15,94.0,51.0,2.0,3.0,82.0,5.0,1.0,1
8.03,70.0,91.0,1.0,2.0,99.0,4.0,1.0,1
9.58,50.0,94.0,3.0,1.0,99.0,2.0,0.0,1
7.32,83.0,53.0,0.0,5.0,94.0,7.0,0.0,1
6.41,67.0,89.0,3.0,5.0,59.0,10.0,1.0,1
5.35,63.0,73.0,1.0,3.0,98.0,3.0,1.0,1
7.66,56.0,69.0,1.0,3.0,86.0,10.0,1.0,1
7.96,58.0,54.0,0.0,0.0,96.0,6.0,1.0,1
6.02,73.0,73.0,0.0,1.0,43.0,1.0,0.0,0
5.42,95.0,53.0,1.0,0.0,83.0,7.0,0.0,1
8.9,88.0,87.0,1.0,4.0,50.0,7.0,0.0,1
5.72,53.0,51.0,2.0,4.0,41.0,7.0,0.0,0
7.57,53.0,94.0,0.0,3.0,59.0,9.0,1.0,1
7.71,72.0,87.0,0.0,0.0,58.0,4.0,1.0,0
8.61,50.0,76.0,0.0,5.0,100.0,2.0,1.0,1
7.88,75.0,91.0,1.0,3.0,47.0,5.0,1.0,1
7.35,72.0,58.0,0.0,0.0,50.0,8.0,0.0,0
8.2,93.0,82.0,2.0,0.0,65.0,8.0,1.0,1
8.01,83.0,76.0,1.0,1.0,64.0,4.0,0.0,0
5.69,74.0,50.0,1.0,2.0,58.0,8.0,1.0,1
7.19,65.0,59.0,0.0,1.0,51.0,3.0,0.0,0
6.85,56.0,57.0,0.0,5.0,52.0,6.0,1.0,1
5.42,85.0,74.0,0.0,4.0,92.0,3.0,0.0,1
8.86,56.0,86.0,0.0,4.0,44.0,6.0,1.0,1
5.51,80.0,78.0,1.0,4.0,62.0,8.0,1.0,1
8.55,89.0,57.0,3.0,1.0,58.0,8.0,0.0,1
8.15,78.0,90.0,3.0,3.0,63.0,9.0,1.0,1
9.67,94.0,70.0,3.0,3.0,53.0,6.0,0.0,1
5.13,64.0,60.0,3.0,3.0,64.0,1.0,1.0,0
8.78,53.0,89.0,3.0,2.0,93.0,9.0,0.0,1
6.23,67.0,54.0,3.0,2.0,76.0,4.0,0.0,1
6.49,69.0,61.0,2.0,4.0,45.0,4.0,1.0,0
5.08,77.0,82.0,2.0,5.0,76.0,8.0,0.0,1
6.69,79.0,94.0,3.0,1.0,71.0,8.0,0.0,1
5.34,50.0,84.0,1.0,0.0,63.0,1.0,1.0,0
6.69,83.0,62.0,0.0,1.0,88.0,9.0,1.0,1
6.84,76.0,83.0,1.0,4.0,58.0,2.0,1.0,0
6.84,95.0,56.0,3.0,5.0,63.0,3.0,0.0,1
6.8,82.0,64.0,2.0,0.0,71.0,4.0,1.0,1
6.96,64.0,83.0,3.0,4.0,99.0,9.0,0.0,1
8.73,88.0,85.0,0.0,4.0,67.0,2.0,1.0,1
9.8,50.0,55.0,3.0,3.0,58.0,4.0,0.0,1
6.23,91.0,71.0,1.0,5.0,62.0,6.0,1.0,1
5.38,78.0,50.0,0.0,0.0,44.0,7.0,0.0,0
6.03,68.0,61.0,3.0,3.0,92.0,4.0,0.0,1
7.89,93.0,65.0,2.0,5.0,97.0,4.0,0.0,1
5.83,86.0,72.0,3.0,4.0,91.0,6.0,1.0,1
8.5,74.0,79.0,1.0,0.0,89.0,2.0,1.0,1
5.69,90.0,70.0,2.0,2.0,72.0,10.0,0.0,1
7.67,89.0,56.0,1.0,1.0,84.0,3.0,1.0,1
8.28,58.0,68.0,1.0,4.0,97.0,6.0,1.0,1
7.12,71.0,79.0,0.0,2.0,41.0,4.0,1.0,0
7.43,70.0,80.0,0.0,0.0,47.0,5.0,1.0,0
8.45,79.0,59.0,1.0,0.0,96.0,9.0,0.0,1
5.96,95.0,64.0,0.0,2.0,46.0,6.0,0.0,0
6.91,54.0,72.0,2.0,0.0,85.0,2.0,0.0,1
7.33,51.0,89.0,0.0,0.0,65.0,9.0,0.0,1
9.69,82.0,78.0,0.0,4.0,91.0,10.0,1.0,1
8.3,56.0,76.0,3.0,5.0,88.0,9.0,1.0,1
5.38,59.0,78.0,2.0,1.0,97.0,8.0,0.0,1
6.23,62.0,92.0,0.0,4.0,44.0,1.0,0.0,0
5.36,62.0,66.0,0.0,5.0,76.0,8.0,1.0,1
6.11,63.0,94.0,1.0,2.0,87.0,10.0,0.0,1
6.47,92.0,52.0,0.0,1.0,58.0,10.0,1.0,1
7.99,61.0,89.0,1.0,3.0,46.0,2.0,1.0,0
8.62,76.0,57.0,2.0,1.0,71.0,9.0,1.0,1
5.11,84.0,77.0,3.0,0.0,85.0,4.0,0.0,1
9.34,79.0,79.0,3.0,4.0,67.0,2.0,1.0,1
8.06,59.0,58.0,0.0,0.0,56.0,5.0,0.0,0
5.71,67.0,93.0,3.0,1.0,58.0,9.0,1.0,1
9.39,66.0,75.0,2.0,5.0,80.0,8.0,0.0,1
9.18,83.0,53.0,2.0,1.0,84.0,4.0,0.0,1
7.82,57.0,79.0,3.0,4.0,82.0,4.0,1.0,1
8.14,94.0,67.0,2.0,0.0,92.0,1.0,0.0,1
9.24,51.0,79.0,1.0,0.0,68.0,3.0,1.0,1
5.75,67.0,61.0,2.0,5.0,52.0,1.0,1.0,0
6.01,69.0,55.0,2.0,3.0,47.0,1.0,1.0,0
7.35,80.0,79.0,3.0,2.0,90.0,1.0,1.0,1
8.22,64.0,92.0,1.0,1.0,91.0,6.0,0.0,1
6.8,70.0,80.0,2.0,5.0,65.0,8.0,1.0,1
6.48,76.0,78.0,2.0,2.0,96.0,6.0,0.0,1
7.82,62.0,80.0,0.0,4.0,53.0,5.0,0.0,0
7.94,59.0,62.0,0.0,0.0,72.0,9.0,1.0,1
8.05,81.0,75.0,1.0,0.0,94.0,1.0,1.0,1
9.76,72.0,57.0,3.0,4.0,62.0,3.0,0.0,1
8.88,92.0,81.0,3.0,4.0,71.0,10.0,1.0,1
5.75,85.0,72.0,2.0,5.0,42.0,5.0,1.0,0
7.96,91.0,79.0,2.0,1.0,40.0,4.0,0.0,0
6.76,70.0,86.0,0.0,0.0,100.0,1.0,1.0,1
7.24,58.0,95.0,1.0,4.0,90.0,5.0,1.0,1
7.82,70.0,61.0,2.0,3.0,48.0,9.0,0.0,1
6.28,92.0,91.0,3.0,5.0,49.0,9.0,1.0,1
8.62,88.0,83.0,0.0,2.0,79.0,2.0,1.0,1
7.94,73.0,70.0,3.0,2.0,66.0,9.0,0.0,1
9.49,59.0,94.0,2.0,4.0,72.0,7.0,1.0,1
6.79,65.0,78.0,2.0,4.0,89.0,2.0,1.0,1
5.59,53.0,59.0,2.0,2.0,77.0,9.0,0.0,1
8.66,93.0,59.0,3.0,2.0,44.0,9.0,0.0,1
9.58,54.0,72.0,1.0,0.0,93.0,3.0,1.0,1
5.76,61.0,87.0,1.0,5.0,54.0,4.0,0.0,0
6.16,56.0,57.0,1.0,3.0,51.0,7.0,1.0,1
7.56,91.0,80.0,0.0,2.0,77.0,1.0,0.0,0
5.83,91.0,53.0,2.0,5.0,78.0,7.0,1.0,1
9.63,56.0,52.0,1.0,0.0,77.0,1.0,1.0,1
6.89,67.0,74.0,3.0,3.0,83.0,6.0,1.0,1
8.26,94.0,63.0,3.0,0.0,73.0,7.0,0.0,1
8.02,84.0,72.0,0.0,5.0,66.0,10.0,0.0,1
8.88,64.0,95.0,3.0,4.0,65.0,10.0,0.0,1
6.48,75.0,80.0,1.0,3.0,56.0,5.0,1.0,1
7.86,72.0,55.0,0.0,2.0,63.0,9.0,0.0,1
6.02,95.0,64.0,1.0,3.0,98.0,8.0,0.0,1
8.92,68.0,75.0,2.0,0.0,61.0,8.0,0.0,1
9.8,93.0,56.0,3.0,2.0,78.0,4.0,0.0,1
6.32,58.0,94.0,0.0,0.0,70.0,5.0,1.0,0
9.24,76.0,65.0,0.0,0.0,66.0,2.0,1.0,0
9.79,57.0,71.0,2.0,4.0,77.0,7.0,1.0,1
5.74,53.0,54.0,2.0,1.0,82.0,8.0,1.0,1
6.09,82.0,53.0,2.0,1.0,76.0,5.0,1.0,1
6.16,73.0,50.0,0.0,1.0,77.0,5.0,1.0,0
9.3,89.0,61.0,2.0,3.0,80.0,5.0,0.0,1
9.02,50.0,51.0,2.0,2.0,90.0,9.0,1.0,1
6.79,87.0,61.0,2.0,2.0,54.0,8.0,1.0,1
8.68,86.0,71.0,1.0,0.0,62.0,5.0,1.0,1
9.44,54.0,92.0,3.0,5.0,56.0,3.0,0.0,1
6.64,50.0,66.0,3.0,0.0,67.0,5.0,0.0,1
5.85,76.0,57.0,0.0,0.0,68.0,10.0,1.0,1
7.82,61.0,91.0,0.0,5.0,49.0,10.0,1.0,1
7.38,93.0,85.0,3.0,0.0,44.0,8.0,0.0,1
6.24,56.0,89.0,0.0,5.0,96.0,3.0,1.0,1
8.42,92.0,67.0,2.0,1.0,60.0,1.0,1.0,1
6.03,82.0,90.0,1.0,1.0,78.0,3.0,0.0,0
5.23,60.0,68.0,3.0,5.0,65.0,7.0,1.0,1
8.88,77.0,51.0,2.0,1.0,75.0,7.0,1.0,1
5.97,86.0,88.0,1.0,2.0,92.0,9.0,1.0,1
5.71,72.0,59.0,0.0,5.0,87.0,2.0,1.0,1
5.23,65.0,81.0,2.0,5.0,67.0,6.0,0.0,1
6.53,55.0,58.0,1.0,1.0,67.0,1.0,0.0,0
9.77,52.0,78.0,0.0,5.0,48.0,6.0,0.0,1
6.45,61.0,57.0,0.0,4.0,92.0,1.0,0.0,1
5.55,53.0,53.0,0.0,0.0,80.0,3.0,1.0,0
8.19,51.0,58.0,0.0,5.0,77.0,5.0,1.0,1
9.74,64.0,55.0,1.0,5.0,58.0,8.0,1.0,1
5.61,69.0,95.0,3.0,1.0,51.0,1.0,1.0,0
8.36,85.0,52.0,0.0,5.0,48.0,5.0,1.0,1
9.49,92.0,63.0,2.0,2.0,61.0,6.0,1.0,1
9.12,70.0,53.0,1.0,4.0,82.0,7.0,0.0,1
8.69,80.0,68.0,2.0,4.0,77.0,3.0,1.0,1
6.09,94.0,81.0,2.0,0.0,72.0,8.0,0.0,1
6.16,68.0,94.0,1.0,1.0,67.0,2.0,1.0,0
7.33,78.0,74.0,3.0,3.0,56.0,1.0,0.0,0
6.57,51.0,79.0,3.0,4.0,63.0,9.0,1.0,1
8.18,92.0,90.0,3.0,2.0,63.0,7.0,1.0,1
5.05,73.0,60.0,1.0,3.0,48.0,6.0,1.0,0
7.72,95.0,68.0,1.0,0.0,99.0,4.0,1.0,1
7.52,63.0,92.0,2.0,2.0,94.0,10.0,0.0,1
9.39,84.0,74.0,1.0,4.0,47.0,10.0,1.0,1
8.53,58.0,62.0,1.0,3.0,66.0,8.0,0.0,1
9.44,63.0,61.0,2.0,2.0,47.0,9.0,0.0,1
5.94,95.0,50.0,1.0,3.0,40.0,6.0,0.0,0
6.56,57.0,94.0,0.0,2.0,93.0,5.0,1.0,1
6.16,59.0,66.0,2.0,5.0,93.0,1.0,1.0,1
7.06,90.0,67.0,0.0,4.0,95.0,8.0,0.0,1
9.44,63.0,79.0,2.0,2.0,73.0,1.0,1.0,1
6.39,84.0,82.0,2.0,4.0,59.0,3.0,1.0,1
6.46,79.0,75.0,0.0,2.0,58.0,10.0,0.0,1
8.01,68.0,61.0,0.0,1.0,99.0,2.0,0.0,1
6.31,51.0,51.0,2.0,5.0,79.0,8.0,1.0,1
8.6,65.0,60.0,2.0,1.0,86.0,6.0,0.0,1
8.15,70.0,93.0,0.0,5.0,59.0,4.0,1.0,1
9.16,88.0,83.0,2.0,1.0,83.0,7.0,1.0,1
8.96,87.0,89.0,3.0,1.0,100.0,3.0,0.0,1
9.53,50.0,64.0,1.0,2.0,57.0,6.0,0.0,1
5.94,83.0,91.0,3.0,3.0,92.0,5.0,1.0,1
8.91,51.0,64.0,0.0,3.0,100.0,5.0,1.0,1
9.63,57.0,90.0,0.0,1.0,64.0,4.0,0.0,1
7.43,55.0,72.0,3.0,3.0,100.0,1.0,0.0,1
7.74,78.0,89.0,2.0,0.0,84.0,10.0,0.0,1
8.4,73.0,64.0,1.0,0.0,86.0,1.0,0.0,1
7.88,93.0,71.0,0.0,4.0,94.0,3.0,0.0,1
7.04,56.0,51.0,3.0,2.0,91.0,4.0,0.0,1
5.1,89.0,52.0,3.0,0.0,97.0,7.0,0.0,1
6.1,61.0,71.0,1.0,2.0,77.0,10.0,1.0,1
6.77,95.0,81.0,3.0,2.0,46.0,8.0,0.0,1
5.09,57.0,58.0,2.0,1.0,93.0,7.0,0.0,1
5.04,78.0,94.0,3.0,2.0,48.0,2.0,1.0,0
5.98,61.0,89.0,3.0,3.0,84.0,10.0,1.0,1
7.66,81.0,94.0,2.0,0.0,66.0,7.0,1.0,1
6.14,80.0,75.0,1.0,3.0,53.0,6.0,0.0,0
7.19,61.0,59.0,2.0,5.0,84.0,7.0,1.0,1
7.2,77.0,64.0,2.0,1.0,63.0,9.0,1.0,1
7.97,76.0,60.0,3.0,5.0,99.0,9.0,0.0,1
7.36,82.0,52.0,0.0,0.0,92.0,7.0,0.0,1
5.14,63.0,91.0,2.0,2.0,56.0,9.0,1.0,1
6.49,61.0,65.0,3.0,1.0,73.0,7.0,0.0,1
7.25,64.0,54.0,3.0,4.0,80.0,2.0,1.0,1
6.63,82.0,55.0,0.0,0.0,86.0,5.0,1.0,1
8.57,59.0,83.0,0.0,2.0,51.0,4.0,1.0,0
9.59,84.0,70.0,3.0,2.0,87.0,2.0,1.0,1
7.14,62.0,91.0,3.0,2.0,82.0,7.0,0.0,1
7.58,68.0,91.0,3.0,5.0,84.0,10.0,0.0,1
5.33,60.0,94.0,3.0,3.0,82.0,1.0,0.0,1
7.47,55.0,91.0,3.0,4.0,75.0,8.0,0.0,1
5.23,65.0,72.0,1.0,1.0,56.0,8.0,0.0,0
9.04,88.0,67.0,1.0,3.0,67.0,8.0,0.0,1
6.57,83.0,61.0,3.0,3.0,78.0,8.0,1.0,1
8.83,52.0,73.0,0.0,1.0,53.0,2.0,0.0,0
8.98,74.0,85.0,0.0,3.0,47.0,4.0,1.0,1
7.1,50.0,84.0,3.0,2.0,94.0,7.0,1.0,1
9.51,78.0,59.0,2.0,3.0,52.0,9.0,1.0,1
5.35,55.0,53.0,1.0,0.0,50.0,2.0,1.0,0
9.12,86.0,91.0,3.0,1.0,96.0,10.0,1.0,1
7.63,52.0,67.0,3.0,0.0,64.0,8.0,0.0,1
7.56,64.0,95.0,3.0,0.0,84.0,6.0,0.0,1
6.49,70.0,58.0,0.0,5.0,97.0,9.0,0.0,1
5.63,65.0,67.0,1.0,0.0,40.0,8.0,1.0,0
9.74,56.0,81.0,1.0,3.0,43.0,1.0,0.0,0
6.54,51.0,69.0,3.0,5.0,61.0,8.0,0.0,1
9.31,57.0,81.0,2.0,2.0,41.0,7.0,0.0,1
5.46,70.0,71.0,0.0,1.0,79.0,1.0,1.0,0
7.2,56.0,91.0,3.0,4.0,65.0,1.0,0.0,1
8.38,54.0,53.0,1.0,0.0,70.0,10.0,1.0,1
7.85,88.0,75.0,2.0,5.0,40.0,9.0,1.0,1
9.8,79.0,91.0,3.0,5.0,78.0,10.0,1.0,1
5.17,69.0,53.0,2.0,3.0,43.0,10.0,1.0,1
5.57,60.0,69.0,1.0,4.0,49.0,5.0,0.0,0
6.37,50.0,93.0,0.0,0.0,89.0,9.0,0.0,1
9.19,68.0,72.0,2.0,3.0,56.0,8.0,0.0,1
5.64,64.0,65.0,2.0,1.0,100.0,10.0,0.0,1
5.52,85.0,94.0,2.0,4.0,55.0,8.0,0.0,1
5.97,59.0,94.0,3.0,4.0,82.0,1.0,0.0,1
7.77,94.0,62.0,0.0,5.0,70.0,5.0,1.0,1
5.31,72.0,74.0,2.0,1.0,71.0,2.0,1.0,0
9.52,89.0,62.0,1.0,3.0,94.0,10.0,0.0,1
6.65,81.0,55.0,3.0,0.0,68.0,1.0,0.0,0
7.47,73.0,85.0,1.0,5.0,100.0,3.0,1.0,1
7.36,88.0,52.0,1.0,1.0,57.0,10.0,0.0,1
9.59,69.0,65.0,3.0,0.0,70.0,1.0,0.0,1
5.05,80.0,56.0,1.0,0.0,87.0,6.0,0.0,0
5.65,91.0,83.0,2.0,2.0,52.0,6.0,0.0,0
9.33,52.0,52.0,3.0,1.0,98.0,1.0,1.0,1
8.09,73.0,72.0,3.0,2.0,73.0,4.0,0.0,1
9.33,92.0,77.0,1.0,5.0,58.0,8.0,0.0,1
5.48,81.0,90.0,2.0,2.0,90.0,7.0,1.0,1
8.9,51.0,70.0,0.0,5.0,78.0,4.0,1.0,1
8.01,94.0,90.0,2.0,1.0,56.0,8.0,0.0,1
6.32,93.0,58.0,2.0,3.0,71.0,2.0,0.0,0
5.46,90.0,76.0,2.0,5.0,91.0,7.0,0.0,1
6.19,58.0,82.0,2.0,0.0,58.0,8.0,1.0,1
6.69,94.0,52.0,3.0,0.0,98.0,1.0,0.0,1
7.27,88.0,64.0,0.0,5.0,53.0,5.0,0.0,0
9.56,87.0,63.0,1.0,5.0,56.0,8.0,0.0,1
9.79,79.0,60.0,1.0,2.0,58.0,4.0,1.0,1
8.15,92.0,95.0,1.0,4.0,93.0,9.0,1.0,1
6.76,51.0,64.0,1.0,3.0,44.0,6.0,0.0,0
7.16,91.0,72.0,2.0,3.0,64.0,2.0,0.0,1
9.49,87.0,60.0,2.0,0.0,94.0,9.0,0.0,1
9.76,79.0,71.0,1.0,2.0,70.0,7.0,0.0,1
8.52,54.0,50.0,1.0,5.0,59.0,3.0,0.0,1
8.53,80.0,71.0,1.0,4.0,55.0,1.0,1.0,1
6.92,52.0,79.0,3.0,3.0,59.0,4.0,1.0,1
7.65,78.0,57.0,2.0,3.0,74.0,1.0,0.0,1
8.92,92.0,81.0,2.0,0.0,59.0,5.0,0.0,1
6.96,87.0,81.0,3.0,2.0,81.0,3.0,0.0,1
5.45,67.0,61.0,2.0,0.0,89.0,4.0,1.0,1
9.75,68.0,83.0,0.0,4.0,75.0,1.0,0.0,1
5.12,91.0,57.0,0.0,0.0,45.0,3.0,1.0,0
7.85,75.0,76.0,0.0,1.0,49.0,7.0,1.0,0
9.41,69.0,89.0,0.0,3.0,68.0,1.0,0.0,1
6.29,89.0,61.0,3.0,2.0,94.0,2.0,1.0,1
5.29,58.0,91.0,2.0,0.0,58.0,9.0,1.0,1
8.69,58.0,66.0,0.0,0.0,53.0,4.0,0.0,0
9.66,93.0,94.0,3.0,1.0,53.0,5.0,0.0,1
9.48,94.0,57.0,2.0,4.0,87.0,7.0,1.0,1
5.1,50.0,74.0,0.0,1.0,59.0,2.0,0.0,0
5.63,63.0,75.0,3.0,5.0,58.0,6.0,1.0,1
8.33,50.0,57.0,3.0,1.0,48.0,1.0,0.0,0
7.01,95.0,57.0,0.0,3.0,84.0,6.0,1.0,1
7.3,56.0,51.0,3.0,1.0,70.0,5.0,1.0,1
9.58,65.0,71.0,3.0,2.0,68.0,1.0,1.0,1
9.51,77.0,83.0,0.0,0.0,93.0,2.0,0.0,1
8.98,89.0,55.0,3.0,0.0,55.0,1.0,1.0,1
6.59,69.0,83.0,3.0,3.0,96.0,5.0,0.0,1
8.06,78.0,91.0,2.0,4.0,64.0,7.0,1.0,1
7.38,72.0,69.0,0.0,3.0,75.0,9.0,1.0,1
5.42,79.0,54.0,3.0,1.0,46.0,3.0,1.0,0
5.67,85.0,56.0,3.0,4.0,89.0,3.0,1.0,1
9.04,54.0,70.0,2.0,2.0,42.0,10.0,1.0,1
5.83,83.0,80.0,3.0,1.0,68.0,6.0,1.0,1
5.83,63.0,83.0,2.0,4.0,60.0,4.0,0.0,0
9.64,66.0,79.0,2.0,1.0,43.0,10.0,0.0,1
9.48,53.0,92.0,1.0,4.0,95.0,6.0,0.0,1
9.15,70.0,65.0,2.0,3.0,46.0,4.0,1.0,1
9.69,52.0,56.0,0.0,4.0,70.0,7.0,0.0,1
7.86,77.0,85.0,2.0,1.0,90.0,2.0,1.0,1
6.41,91.0,82.0,3.0,0.0,50.0,1.0,1.0,0
9.18,64.0,76.0,3.0,2.0,58.0,1.0,1.0,1
8.29,66.0,91.0,0.0,0.0,43.0,8.0,0.0,0
5.52,68.0,53.0,1.0,3.0,45.0,1.0,0.0,0
5.23,85.0,71.0,1.0,2.0,85.0,6.0,1.0,1
9.6,70.0,84.0,3.0,5.0,67.0,7.0,0.0,1
5.96,54.0,88.0,1.0,2.0,85.0,3.0,0.0,0
9.52,52.0,92.0,1.0,0.0,54.0,4.0,0.0,0
5.26,58.0,63.0,2.0,3.0,63.0,9.0,0.0,1
5.32,79.0,59.0,0.0,1.0,87.0,2.0,1.0,0
9.79,94.0,92.0,2.0,5.0,71.0,3.0,1.0,1
7.33,92.0,95.0,3.0,4.0,80.0,7.0,0.0,1
8.84,61.0,60.0,1.0,1.0,87.0,2.0,1.0,1
8.04,67.0,50.0,3.0,5.0,42.0,2.0,1.0,1
5.64,78.0,50.0,3.0,2.0,59.0,5.0,1.0,1
8.21,84.0,79.0,1.0,1.0,47.0,8.0,0.0,1
8.86,76.0,72.0,0.0,3.0,41.0,1.0,0.0,0
8.24,75.0,71.0,3.0,5.0,55.0,2.0,0.0,1
8.96,64.0,66.0,1.0,4.0,61.0,3.0,0.0,1
7.78,71.0,86.0,1.0,0.0,67.0,4.0,1.0,1
9.12,87.0,90.0,0.0,0.0,60.0,7.0,0.0,1
9.32,55.0,74.0,2.0,3.0,75.0,3.0,1.0,1
5.05,62.0,87.0,1.0,2.0,83.0,8.0,1.0,1
5.16,89.0,68.0,0.0,5.0,79.0,9.0,0.0,1
7.72,54.0,67.0,3.0,3.0,93.0,4.0,0.0,1
9.22,67.0,77.0,2.0,0.0,86.0,1.0,1.0,1
8.33,61.0,58.0,1.0,4.0,68.0,6.0,0.0,1
8.48,58.0,62.0,0.0,2.0,86.0,8.0,0.0,1
9.53,69.0,74.0,1.0,5.0,42.0,6.0,1.0,1
9.36,62.0,59.0,0.0,4.0,79.0,2.0,0.0,1
5.05,69.0,61.0,3.0,1.0,57.0,6.0,0.0,0
5.89,64.0,91.0,3.0,0.0,59.0,7.0,1.0,1
7.19,70.0,83.0,3.0,1.0,67.0,5.0,0.0,1
7.91,56.0,93.0,0.0,0.0,82.0,1.0,0.0,0
8.66,81.0,65.0,0.0,3.0,95.0,10.0,1.0,1
7.25,78.0,57.0,1.0,3.0,94.0,1.0,1.0,1
8.4,58.0,71.0,2.0,1.0,78.0,4.0,1.0,1
6.11,94.0,75.0,1.0,4.0,85.0,3.0,1.0,1
7.05,86.0,76.0,2.0,4.0,52.0,1.0,1.0,0
5.74,53.0,59.0,1.0,4.0,63.0,3.0,1.0,0
5.94,87.0,92.0,2.0,3.0,57.0,6.0,1.0,1
8.94,70.0,85.0,1.0,2.0,51.0,7.0,0.0,1
6.48,70.0,59.0,0.0,0.0,90.0,7.0,1.0,1
5.55,51.0,53.0,2.0,2.0,55.0,1.0,1.0,0
9.08,75.0,79.0,3.0,5.0,57.0,1.0,1.0,1
5.29,74.0,87.0,1.0,5.0,79.0,8.0,1.0,1
5.76,66.0,92.0,2.0,0.0,52.0,1.0,0.0,0
8.79,57.0,50.0,0.0,1.0,40.0,7.0,1.0,0
8.08,73.0,91.0,2.0,0.0,43.0,3.0,0.0,0
6.27,54.0,57.0,0.0,4.0,59.0,3.0,1.0,0
7.07,89.0,58.0,3.0,4.0,90.0,6.0,0.0,1
9.52,75.0,84.0,2.0,3.0,68.0,8.0,1.0,1
7.76,64.0,60.0,0.0,3.0,90.0,2.0,1.0,1
6.7,57.0,86.0,0.0,1.0,56.0,4.0,1.0,0
8.89,63.0,72.0,2.0,1.0,58.0,10.0,1.0,1
7.49,74.0,57.0,1.0,3.0,97.0,3.0,0.0,1
8.96,93.0,92.0,3.0,1.0,41.0,9.0,0.0,1
5.39,90.0,90.0,3.0,3.0,88.0,1.0,0.0,1
7.01,55.0,66.0,0.0,1.0,54.0,10.0,0.0,0
8.11,95.0,61.0,3.0,1.0,46.0,9.0,1.0,1
6.78,93.0,92.0,1.0,0.0,51.0,3.0,1.0,0
9.51,81.0,69.0,2.0,4.0,72.0,9.0,1.0,1
8.98,62.0,72.0,3.0,2.0,100.0,2.0,0.0,1
7.71,62.0,53.0,3.0,0.0,54.0,8.0,1.0,1
6.56,88.0,55.0,1.0,0.0,84.0,4.0,0.0,0
7.68,88.0,60.0,0.0,4.0,71.0,4.0,0.0,1
6.47,94.0,81.0,0.0,4.0,48.0,9.0,0.0,0
9.56,67.0,94.0,1.0,3.0,97.0,2.0,1.0,1
6.46,73.0,79.0,0.0,0.0,56.0,1.0,0.0,0
9.18,75.0,73.0,0.0,3.0,53.0,8.0,1.0,1
7.07,60.0,68.0,1.0,0.0,84.0,1.0,0.0,0
6.74,88.0,84.0,0.0,4.0,100.0,8.0,1.0,1
6.45,92.0,77.0,2.0,2.0,92.0,8.0,0.0,1
5.72,89.0,62.0,1.0,2.0,51.0,9.0,1.0,1
7.99,50.0,77.0,1.0,5.0,75.0,3.0,0.0,1
7.42,72.0,89.0,0.0,2.0,88.0,6.0,1.0,1
6.52,73.0,81.0,2.0,4.0,57.0,4.0,1.0,1
8.82,72.0,76.0,2.0,3.0,60.0,3.0,1.0,1
5.02,50.0,70.0,3.0,2.0,70.0,8.0,1.0,1
9.03,82.0,57.0,0.0,2.0,82.0,9.0,1.0,1
5.64,84.0,59.0,3.0,5.0,74.0,4.0,1.0,1
5.1,80.0,70.0,1.0,0.0,46.0,9.0,1.0,0
7.5,86.0,57.0,0.0,2.0,58.0,3.0,0.0,0
6.5,71.0,61.0,1.0,4.0,70.0,5.0,1.0,1
5.56,51.0,68.0,3.0,4.0,80.0,5.0,1.0,1
8.07,94.0,50.0,0.0,1.0,44.0,8.0,0.0,0
5.75,92.0,52.0,1.0,0.0,53.0,4.0,0.0,0
7.13,78.0,88.0,1.0,0.0,52.0,4.0,1.0,0
8.32,77.0,75.0,1.0,2.0,58.0,9.0,1.0,1
5.59,92.0,65.0,0.0,1.0,43.0,6.0,1.0,0
9.13,87.0,84.0,1.0,4.0,40.0,10.0,1.0,1
